Johnny,7 -> P,8 -> Q,9 -> R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,0,-0.1913,0.113043,-0.3971,0.165217,-0.54783,0.243478,-0.66667,0.330435,-0.53913,-0.15362,-0.77101,-0.01159,-0.88696,0.043478,-1,0.095652,-0.51014,-0.18841,-0.70725,0.046377,-0.78551,0.214493,-0.86667,0.342029,-0.45217,-0.16522,-0.50725,0.113043,-0.38551,0.136232,-0.31884,0.092754,-0.38841,-0.09855,-0.3942,0.104348,-0.29855,0.121739,-0.24638,0.075362
7,0,0,-0.20448,0.112045,-0.40616,0.165266,-0.55462,0.243697,-0.67227,0.330532,-0.53501,-0.16246,-0.7619,-0.02241,-0.87955,0.036415,-1,0.089636,-0.5098,-0.19328,-0.70588,0.039216,-0.79272,0.204482,-0.87395,0.330532,-0.46218,-0.17087,-0.52101,0.106443,-0.38936,0.137255,-0.30532,0.103641,-0.40336,-0.10364,-0.40896,0.098039,-0.30532,0.120448,-0.2381,0.081232
7,0,0,-0.2095,0.122905,-0.40223,0.167598,-0.55028,0.243017,-0.67039,0.329609,-0.52793,-0.17598,-0.75978,-0.03352,-0.87989,0.03352,-1,0.089385,-0.50838,-0.2067,-0.69553,0.041899,-0.77933,0.203911,-0.8743,0.315642,-0.46369,-0.18156,-0.52514,0.108939,-0.39106,0.134078,-0.31564,0.086592,-0.41899,-0.10615,-0.41899,0.111732,-0.31285,0.128492,-0.2514,0.075419
7,0,0,-0.20056,0.127119,-0.40113,0.169492,-0.5565,0.240113,-0.67797,0.330508,-0.53107,-0.15537,-0.75706,-0.02825,-0.87853,0.028249,-1,0.079096,-0.51412,-0.19774,-0.70339,0.031073,-0.79379,0.19209,-0.88701,0.30791,-0.46893,-0.17797,-0.52825,0.110169,-0.38983,0.141243,-0.30791,0.101695,-0.42373,-0.11582,-0.41243,0.112994,-0.30508,0.135593,-0.23729,0.090395
7,0,0,-0.20845,0.129577,-0.41408,0.16338,-0.5662,0.228169,-0.69014,0.31831,-0.53803,-0.16056,-0.75493,-0.03944,-0.87606,0.016901,-1,0.067606,-0.51831,-0.20563,-0.70986,0.022535,-0.8,0.183099,-0.89577,0.298592,-0.47324,-0.19437,-0.53803,0.101408,-0.39718,0.135211,-0.31549,0.095775,-0.42535,-0.13239,-0.42535,0.109859,-0.31549,0.138028,-0.24789,0.090141
7,0,0,-0.20442,0.118785,-0.41713,0.151934,-0.57182,0.207182,-0.69337,0.287293,-0.52486,-0.1768,-0.74862,-0.05801,-0.87293,-0.00552,-1,0.041436,-0.50829,-0.22099,-0.6989,-0.00276,-0.79006,0.149171,-0.89503,0.256906,-0.46685,-0.20994,-0.53315,0.074586,-0.39779,0.104972,-0.32597,0.063536,-0.41989,-0.15193,-0.43094,0.077348,-0.32597,0.104972,-0.26243,0.055249
7,0,0,-0.20994,0.10221,-0.41989,0.132597,-0.57459,0.196133,-0.69337,0.28453,-0.51105,-0.17956,-0.74309,-0.07459,-0.87569,-0.02486,-1,0.019337,-0.5,-0.21823,-0.70166,-0.01381,-0.81492,0.129834,-0.91989,0.234807,-0.46409,-0.20718,-0.5442,0.060773,-0.40884,0.104972,-0.31215,0.085635,-0.41989,-0.14917,-0.45028,0.069061,-0.34254,0.107735,-0.25967,0.08011
7,0,0,-0.20718,0.124309,-0.42265,0.154696,-0.57182,0.212707,-0.69337,0.29558,-0.53315,-0.13536,-0.75414,-0.04972,-0.87845,-0.01105,-1,0.027624,-0.51105,-0.18232,-0.70442,-0.00552,-0.81768,0.140884,-0.91713,0.251381,-0.46409,-0.18508,-0.54144,0.08011,-0.40331,0.118785,-0.30939,0.09116,-0.40608,-0.14088,-0.43646,0.082873,-0.33149,0.116022,-0.25691,0.074586
7,0,0,-0.20613,0.13649,-0.41226,0.167131,-0.57103,0.228412,-0.69081,0.314763,-0.51811,-0.16156,-0.75209,-0.039,-0.87465,0.013928,-1,0.061281,-0.50139,-0.20613,-0.69638,0.011142,-0.80223,0.164345,-0.90529,0.275766,-0.45961,-0.1922,-0.52925,0.097493,-0.39833,0.133705,-0.31755,0.097493,-0.41783,-0.13092,-0.42618,0.10585,-0.32033,0.13649,-0.25348,0.094708
7,0,0,-0.2067,0.122905,-0.41899,0.153631,-0.57542,0.209497,-0.69553,0.296089,-0.52793,-0.17318,-0.7486,-0.05587,-0.8743,-0.00279,-1,0.041899,-0.50838,-0.21788,-0.70112,-0.01117,-0.80726,0.142458,-0.91061,0.25419,-0.46648,-0.2095,-0.53911,0.075419,-0.39944,0.117318,-0.31006,0.089385,-0.41899,-0.15642,-0.43855,0.075419,-0.32961,0.108939,-0.25698,0.072626
7,0,0,-0.20845,0.132394,-0.4169,0.16338,-0.57746,0.219718,-0.69859,0.307042,-0.52394,-0.16901,-0.7493,-0.04789,-0.87324,0.008451,-1,0.059155,-0.50704,-0.2169,-0.70423,-0.00845,-0.81127,0.149296,-0.91831,0.264789,-0.46761,-0.20282,-0.54366,0.084507,-0.4,0.123944,-0.30986,0.090141,-0.42535,-0.14366,-0.44789,0.090141,-0.33521,0.11831,-0.25915,0.076056
7,0,0,-0.20334,0.130919,-0.42061,0.167131,-0.57939,0.228412,-0.69638,0.317549,-0.53203,-0.16435,-0.75487,-0.039,-0.87744,0.013928,-1,0.058496,-0.51811,-0.20334,-0.71031,0.013928,-0.81058,0.167131,-0.91086,0.281337,-0.47911,-0.18384,-0.54039,0.111421,-0.4039,0.147632,-0.31755,0.114206,-0.43454,-0.11699,-0.42897,0.119777,-0.32033,0.150418,-0.2507,0.10585
7,0,0,-0.2,0.121127,-0.42254,0.16338,-0.57746,0.225352,-0.69577,0.315493,-0.54085,-0.17183,-0.76056,-0.04225,-0.88169,0.005634,-1,0.056338,-0.50986,-0.20282,-0.71549,0,-0.8169,0.15493,-0.90423,0.28169,-0.45634,-0.18028,-0.54366,0.092958,-0.42254,0.126761,-0.34366,0.098592,-0.39437,-0.11831,-0.42817,0.087324,-0.33239,0.115493,-0.26479,0.073239
7,0,0,-0.20056,0.108635,-0.4234,0.144847,-0.57382,0.206128,-0.69081,0.284123,-0.5376,-0.18942,-0.76045,-0.05571,-0.88301,0,-1,0.050139,-0.50139,-0.22284,-0.70474,-0.01393,-0.80501,0.139276,-0.89694,0.259053,-0.44847,-0.20056,-0.54039,0.072423,-0.41783,0.111421,-0.3454,0.077994,-0.38997,-0.13649,-0.43175,0.066852,-0.33426,0.103064,-0.27019,0.066852
7,0,0,-0.20994,0.099448,-0.42818,0.127072,-0.58287,0.179558,-0.6989,0.259669,-0.52762,-0.20442,-0.75967,-0.08287,-0.88122,-0.03315,-1,0.008287,-0.49724,-0.23757,-0.6989,-0.03039,-0.79282,0.11326,-0.8895,0.218232,-0.44475,-0.21547,-0.5221,0.055249,-0.40331,0.09116,-0.33425,0.058011,-0.38674,-0.14917,-0.4116,0.055249,-0.32044,0.085635,-0.26243,0.046961
7,0,0,-0.20811,0.1,-0.41351,0.121622,-0.57297,0.178378,-0.70541,0.251351,-0.51081,-0.21351,-0.74865,-0.08919,-0.87297,-0.04865,-1,-0.01081,-0.48919,-0.24595,-0.7027,-0.04865,-0.8027,0.105405,-0.9,0.221622,-0.44595,-0.21892,-0.53243,0.062162,-0.39459,0.105405,-0.31622,0.07027,-0.4,-0.15135,-0.4027,0.083784,-0.2973,0.110811,-0.23243,0.059459
7,0,0,-0.20485,0.09973,-0.41509,0.121294,-0.56873,0.177898,-0.7062,0.247978,-0.52022,-0.20485,-0.75472,-0.09164,-0.87601,-0.04852,-1,-0.00809,-0.49057,-0.23989,-0.7035,-0.04852,-0.80323,0.102426,-0.90296,0.221024,-0.43935,-0.21294,-0.52291,0.061995,-0.39353,0.09973,-0.32075,0.06469,-0.38814,-0.14555,-0.40431,0.080863,-0.30189,0.105121,-0.24259,0.053908
7,0,0,-0.20643,0.101877,-0.41555,0.120643,-0.57373,0.174263,-0.70777,0.24933,-0.50938,-0.20912,-0.74799,-0.09383,-0.87399,-0.0563,-1,-0.02145,-0.47989,-0.24397,-0.69705,-0.05362,-0.80161,0.096515,-0.90349,0.209115,-0.42895,-0.21716,-0.51475,0.064343,-0.38874,0.101877,-0.31635,0.064343,-0.3807,-0.14745,-0.39678,0.080429,-0.29759,0.104558,-0.23861,0.053619
7,0,0,-0.21658,0.088235,-0.42246,0.101604,-0.57754,0.157754,-0.71123,0.23262,-0.5107,-0.23262,-0.74599,-0.11765,-0.87433,-0.08021,-1,-0.04545,-0.47594,-0.26738,-0.69251,-0.07219,-0.79947,0.07754,-0.90374,0.18984,-0.41979,-0.23529,-0.5107,0.050802,-0.38235,0.090909,-0.30749,0.05615,-0.36898,-0.16043,-0.39305,0.072193,-0.29412,0.09893,-0.22995,0.050802
7,0,0,-0.216,0.077333,-0.42133,0.090667,-0.57333,0.149333,-0.712,0.221333,-0.51467,-0.232,-0.74933,-0.12533,-0.87467,-0.08533,-1,-0.05067,-0.48,-0.264,-0.70133,-0.07467,-0.8,0.077333,-0.896,0.189333,-0.424,-0.23733,-0.51467,0.034667,-0.38933,0.077333,-0.31733,0.045333,-0.37067,-0.16267,-0.39733,0.056,-0.29867,0.08,-0.23733,0.032
7,0,0,-0.21237,0.083333,-0.42204,0.096774,-0.57527,0.153226,-0.71237,0.228495,-0.51344,-0.22849,-0.75,-0.11828,-0.87366,-0.07527,-1,-0.04032,-0.47849,-0.26344,-0.69624,-0.06989,-0.79301,0.075269,-0.89247,0.185484,-0.42204,-0.23656,-0.51075,0.045699,-0.3871,0.083333,-0.31183,0.045699,-0.3629,-0.16398,-0.3871,0.064516,-0.28763,0.08871,-0.22849,0.037634
7,0,0,-0.21237,0.086022,-0.41935,0.099462,-0.57527,0.153226,-0.71237,0.231183,-0.51075,-0.22043,-0.75538,-0.11559,-0.87634,-0.07527,-1,-0.04032,-0.47849,-0.25806,-0.69355,-0.06989,-0.78763,0.080645,-0.88441,0.188172,-0.42204,-0.23387,-0.50269,0.053763,-0.37366,0.094086,-0.29839,0.053763,-0.36828,-0.16667,-0.37634,0.069892,-0.27688,0.094086,-0.21774,0.040323
7,0,0,-0.21138,0.086721,-0.41734,0.100271,-0.57182,0.154472,-0.71003,0.230352,-0.52033,-0.21951,-0.75881,-0.11382,-0.88076,-0.07588,-1,-0.04065,-0.47967,-0.25745,-0.69377,-0.06233,-0.78591,0.084011,-0.88347,0.186992,-0.41463,-0.23577,-0.49593,0.051491,-0.37398,0.084011,-0.30894,0.03794,-0.35501,-0.1626,-0.37669,0.065041,-0.28184,0.086721,-0.22764,0.03252
7,0,0,-0.21024,0.091644,-0.41779,0.105121,-0.56873,0.156334,-0.7062,0.231806,-0.51752,-0.21294,-0.75741,-0.1159,-0.8814,-0.07817,-1,-0.04582,-0.47439,-0.24798,-0.69272,-0.0593,-0.78167,0.088949,-0.86792,0.199461,-0.4124,-0.22372,-0.49057,0.059299,-0.36927,0.09434,-0.30189,0.051213,-0.34771,-0.15364,-0.36388,0.072776,-0.27224,0.09434,-0.21833,0.040431
7,0,0,-0.22102,0.086253,-0.43396,0.09973,-0.58221,0.150943,-0.71698,0.231806,-0.51213,-0.22372,-0.74663,-0.12938,-0.87332,-0.08625,-1,-0.05391,-0.46631,-0.25876,-0.68194,-0.07008,-0.77898,0.075472,-0.86792,0.177898,-0.39623,-0.2345,-0.48787,0.053908,-0.38005,0.086253,-0.31536,0.03504,-0.32615,-0.16173,-0.35849,0.075472,-0.27224,0.102426,-0.21563,0.040431
7,0,0,-0.22192,0.079452,-0.43562,0.084932,-0.58082,0.136986,-0.71233,0.219178,-0.51781,-0.23562,-0.75068,-0.14521,-0.87671,-0.10411,-1,-0.07123,-0.46301,-0.27123,-0.68219,-0.07671,-0.77808,0.068493,-0.87397,0.164384,-0.3863,-0.24932,-0.48219,0.043836,-0.36986,0.079452,-0.30685,0.027397,-0.31233,-0.17808,-0.35342,0.063014,-0.26575,0.087671,-0.21096,0.024658
7,0,0,-0.22099,0.08011,-0.4337,0.08011,-0.58011,0.129834,-0.70718,0.207182,-0.51934,-0.23481,-0.75138,-0.15193,-0.87569,-0.11326,-1,-0.07735,-0.46409,-0.27072,-0.6768,-0.0884,-0.77348,0.060773,-0.8674,0.165746,-0.3895,-0.24862,-0.48066,0.041436,-0.3674,0.082873,-0.30387,0.033149,-0.31492,-0.1768,-0.3453,0.071823,-0.25691,0.10221,-0.20166,0.038674
7,0,0,-0.22006,0.077994,-0.42897,0.083565,-0.57382,0.133705,-0.70474,0.208914,-0.51532,-0.23955,-0.75209,-0.15599,-0.87744,-0.11699,-1,-0.08357,-0.45961,-0.27855,-0.67131,-0.07799,-0.76045,0.069638,-0.84958,0.167131,-0.3844,-0.25905,-0.47632,0.044568,-0.35933,0.083565,-0.29248,0.030641,-0.30919,-0.1922,-0.34262,0.052925,-0.2507,0.08078,-0.19499,0.016713
